Name,Nickname,URL,Division,Record,Status,Place of Birth,Trains at,Age,Height,Weight,Octagon Debut,Reach,Sig. Strikes Landed,Sig. Strikes Attempted,Takedowns Landed,Takedowns Attempted,Sig. Str. Landed Per Min,Sig. Str. Absorbed Per Min,Takedown avg Per 15 Min,Submission avg Per 15 Min,Sig. Str. Defense,Takedown Defense,Knockdown Avg,Average fight time,Standing,Clinch,Ground,KO/TKO,DEC,SUB,head total,head percent,body total,body percent,leg total,leg percent,First Round Finishes,Fighting style,Leg reach,wins,losses,draws
Matt Van Buren,Gutter,https://www.ufc.com/athlete/matt-van-buren,Light Heavyweight Division,7-4-0 (W-L-D),Not Fighting,United States,,36,77.00,205.00,"Jul. 06, 2014",76.00,102,222,,,7.73,6.82,0.00,0.00,49%,50%,0.00,396,74,28,0,3,3,1,55,54%,42,41%,5,5%,NA,,,7,4,0
Ron Van Clief,,https://www.ufc.com/athlete/ron-van-clief,,0-0-0 (W-L-D),Not Fighting,"Brooklyn, United States",,80,0.00,0.00,"Dec. 16, 1994",,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,0,0,0
Cameron VanCamp,Jumpman,https://www.ufc.com/athlete/cameron-vancamp,Lightweight Division,15-7-1 (W-L-D),Not Fighting,"Indianapolis, United States",,29,74.00,155.50,"May. 07, 2022",74.00,34,71,,,5.31,6.41,0.00,0.00,41%,NA,0.00,192,34,0,0,4,2,9,16,47%,8,24%,10,29%,9,,41.50,15,7,1
Jared Vanderaa,,https://www.ufc.com/athlete/jared-vanderaa,Heavyweight Division,12-10-0 (W-L-D),Active,"Richland, United States",Kings MMA,30,76.00,259.00,"Feb. 20, 2021",80.00,420,940,,2,4.96,5.67,0.18,0.00,45%,20%,0.00,635,359,45,16,7,2,3,221,53%,91,22%,108,26%,6,MMA,43.00,12,10,0
Austin Vanderford,,https://www.ufc.com/athlete/austin-vanderford,Welterweight Division,4-0-0 (W-L-D),Active,"Santa Rosa, United States",,32,71.00,170.50,"Apr. 20, 2023",,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,4,0,0
Lando Vannata,Groovy,https://www.ufc.com/athlete/lando-vannata,Lightweight Division,12-7-2 (W-L-D),Active,"Neptune City, United States",Joel Diaz Boxing,31,69.00,177.00,"Jul. 14, 2016",71.00,684,1510,6,29,4.52,4.76,1.09,0.30,55%,69%,0.50,699,597,53,34,4,3,5,342,50%,174,25%,168,25%,8,MMA,39.00,12,7,2
Paige VanZant,12 Gauge,https://www.ufc.com/athlete/paige-vanzant,Women's Flyweight Division,8-5-0 (W-L-D),Not Fighting,"Newberg, United States",Team Alpha Male  (Urijah Faber's Ultimate Fitness),28,64.00,126.00,"Nov. 22, 2014",65.00,315,605,8,24,3.35,2.62,1.27,0.96,43%,34%,0.16,628,109,104,102,2,3,3,197,63%,79,25%,39,12%,NA,,37.00,8,5,0
Paul Varelans,,https://www.ufc.com/athlete/paul-varelans,,0-0-0 (W-L-D),Not Fighting,"Sunnyvale, United States",,,0.00,0.00,"Jul. 14, 1995",,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,0,0,0
Kazula Vargas,,https://www.ufc.com/athlete/kazula-vargas,Lightweight Division,12-5-0 (W-L-D),Not Fighting,"Mexico City, Mexico",Team Kazula,37,68.00,155.00,"Aug. 10, 2019",71.50,138,256,,4,3.65,1.77,0.40,0.40,58%,30%,0.00,568,118,6,14,7,2,3,77,56%,38,28%,23,17%,NA,Freestyle,37.00,12,5,0
Jamie Varner,,https://www.ufc.com/athlete/jamie-varner,Lightweight Division,21-11-1 (W-L-D),Not Fighting,"Phoenix, United States",,38,68.00,156.00,"Aug. 26, 2006",72.00,477,1376,,71,2.92,2.55,3.49,0.83,59%,67%,0.64,576,302,68,107,9,3,9,357,75%,89,19%,31,6%,NA,,,21,11,1
Guilherme Vasconcelos,Bomba,https://www.ufc.com/athlete/guilherme-vasconcelos,Middleweight Division,3-2-0 (W-L-D),Not Fighting,"Belo Horizonte, Brazil",,,72.00,185.00,"Jul. 05, 2014",,49,166,,3,3.27,4.40,0.00,0.00,71%,NA,0.00,900,48,1,0,0,0,0,29,59%,9,18%,11,22%,NA,,,3,2,0
Yuri Vaulin,,https://www.ufc.com/athlete/dmitriy-stepanov-1,Lightweight Division,0-0-0 (W-L-D),Not Fighting,United States,,,0.00,0.00,"Jul. 27, 1997",,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,0,0,0
Javier Vazquez,Showtime,https://www.ufc.com/athlete/javier-vazquez,Featherweight Division,16-5-0 (W-L-D),Not Fighting,"Pomona, United States",,45,67.00,146.00,"Jun. 27, 2011",,171,471,,23,2.43,1.99,2.56,1.49,72%,57%,0.00,703,124,2,45,0,0,0,147,86%,15,9%,9,5%,NA,,,16,5,0
Manny Vazquez,,https://www.ufc.com/athlete/manny-vazquez,Flyweight Division,11-2-0 (W-L-D),Active,,,29,70.00,125.80,"Jul. 11, 2017",72.00,22,53,,3,1.47,2.67,1.00,1.00,49%,NA,1.00,900,15,4,3,1,4,6,14,64%,6,27%,2,9%,NA,,39.00,11,2,0
Matt Veach,,https://www.ufc.com/athlete/matt-veach,Lightweight Division,11-2-0 (W-L-D),Not Fighting,"Springfield, United States",,41,67.00,155.00,"Feb. 07, 2009",,23,80,,13,1.12,4.91,3.64,1.46,45%,100%,0.73,412,12,7,4,0,0,0,20,87%,2,9%,1,4%,NA,,,11,2,0
Joe Vedepo,The Doctor,https://www.ufc.com/athlete/joe-vedepo,Middleweight Division,9-3-0 (W-L-D),Not Fighting,"Iowa City, United States",,,72.00,185.00,"Sep. 17, 2008",,11,21,,4,3.28,23.88,4.48,0.00,38%,NA,0.00,101,3,8,0,0,0,0,9,82%,2,18%,0,0%,NA,,,9,3,0
Kelly Velasco,Killer,https://www.ufc.com/athlete/kelly-velasco,Women's Bantamweight Division,2-2-0 (W-L-D),Active,"Santa Clara, United States",,27,69.00,135.00,"Aug. 29, 2017",,34,97,,5,2.27,5.67,0.00,0.00,48%,100%,0.00,900,31,3,0,1,1,0,24,71%,7,21%,3,9%,NA,,,2,2,0
David Velasquez,,https://www.ufc.com/athlete/dzho-vedepo-0,Lightweight Division,0-0-0 (W-L-D),Not Fighting,United States,,,0.00,0.00,"Mar. 10, 2000",,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,0,0,0
Cain Velasquez,,https://www.ufc.com/athlete/cain-velasquez,Heavyweight Division,14-3-0 (W-L-D),Retired,"Salinas, United States",AKA (American Kickboxing Academy) San Jose,40,73.50,248.00,"Apr. 19, 2008",77.00,745,1287,34,88,6.37,2.33,5.13,0.38,57%,86%,1.28,413,265,197,283,12,2,0,564,76%,80,11%,101,14%,NA,,41.00,14,3,0
Bojan Velickovic,Serbian Steel,https://www.ufc.com/athlete/bojan-velickovic,Welterweight Division,15-6-1 (W-L-D),Not Fighting,"Novi Sad, Serbia","Elevation Fight Team - Denver, CO",34,72.00,170.00,"Apr. 10, 2016",76.00,195,560,4,16,2.18,2.31,0.67,0.50,58%,55%,0.17,896,166,19,10,4,3,8,93,48%,29,15%,73,37%,NA,,41.00,15,6,1
Karlos Vemola,,https://www.ufc.com/athlete/kamaru-usman-0,Middleweight Division,10-4-0 (W-L-D),Not Fighting,,,37,72.00,186.00,"Jul. 03, 2010",75.00,91,206,,27,1.67,2.13,1.93,1.66,38%,31%,0.00,544,27,15,49,0,0,0,66,73%,15,16%,10,11%,NA,,,10,4,0
Luigi Vendramini,The Italian Stallion,https://www.ufc.com/athlete/luigi-vendramini,Lightweight Division,9-3-0 (W-L-D),Not Fighting,"Brasilia, Brazil",Factory X,27,68.00,155.50,"Sep. 23, 2018",73.00,76,186,,13,2.82,3.82,1.11,0.56,58%,100%,0.56,404,62,6,8,5,0,4,45,59%,18,24%,13,17%,NA,Freestyle,38.00,9,3,0
Kerry Vera,,https://www.ufc.com/athlete/kerry-vera,Women's Bantamweight Division,0-0-0 (W-L-D),Not Fighting,"San Diego, United States",,,67.00,135.00,"Apr. 20, 2023",,,,,,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,0,0%,0,0%,0,0%,NA,,,0,0,0
Brandon Vera,The Truth,https://www.ufc.com/athlete/brandon-vera,Heavyweight Division,12-7-0 (W-L-D),Not Fighting,United States,,45,74.00,241.00,"Oct. 03, 2005",,519,926,,15,3.03,2.81,0.70,0.18,53%,60%,0.70,570,295,176,48,0,0,0,192,37%,144,28%,183,35%,NA,,,12,7,0
Marlon Vera,Chito,https://www.ufc.com/athlete/marlon-vera,Bantamweight Division,20-8-1 (W-L-D),Active,"Chone, Ecuador",Team 5050 Guayaquil Ecuador,30,68.00,149.00,"Nov. 15, 2014",70.50,1100,2204,,27,4.09,5.02,0.61,1.00,52%,70%,0.67,768,818,131,151,8,4,8,580,53%,256,23%,264,24%,7,Grappler,40.50,20,8,1
Isis Verbeek,,https://www.ufc.com/athlete/isis-verbeek,NA,NA,Active,,,,,,"Apr. 20, 2023",,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,0,0,0
Ernie Verdicia,,https://www.ufc.com/athlete/ernie-verdicia,,0-0-0 (W-L-D),Not Fighting,United States,,,0.00,0.00,"Apr. 07, 1995",,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,0,0,0
Joe Veres,Mighty,https://www.ufc.com/athlete/joe-veres,Lightweight Division,5-3-0 (W-L-D),Not Fighting,"Glendale, United States",,45,66.00,155.00,"Sep. 19, 2007",,0,10,,10,0.00,5.55,0.00,0.00,27%,NA,0.00,173,0,0,0,0,0,0,0,0%,0,0%,0,0%,NA,,,5,3,0
Nikolay Veretennikov,,https://www.ufc.com/athlete/nikolay-veretennikov,Welterweight Division,0-1-0 (W-L-D),Active,Ukraine,,33,73.00,171.00,"Apr. 20, 2023",74.00,52,79,,3,3.47,3.53,0.00,0.00,56%,50%,0.00,900,41,4,7,0,0,0,28,54%,16,31%,8,15%,NA,,44.00,0,1,0
CJ Vergara,,https://www.ufc.com/athlete/cj-vergara,Flyweight Division,11-4-1 (W-L-D),Active,"Laredo, United States",,31,66.00,141.00,"Nov. 06, 2021",68.00,276,486,,,5.63,4.75,0.00,0.31,53%,72%,0.61,589,163,32,81,7,4,0,154,56%,93,34%,29,11%,2,Freestyle,37.00,11,4,1
Renato Verissimo,Charuto,https://www.ufc.com/athlete/renato-verissimo,Welterweight Division,5-2-0 (W-L-D),Not Fighting,"Rio de Janeiro, Brazil",,49,73.00,169.00,"Jan. 31, 2004",,38,78,,13,0.92,1.87,1.46,2.55,48%,50%,0.00,618,8,11,19,0,0,0,28,74%,7,18%,3,8%,NA,,,5,2,0
Marvin Vettori,The Italian Dream,https://www.ufc.com/athlete/marvin-vettori,Middleweight Division,19-6-1 (W-L-D),Active,"Trento, Italy","Kings MMA - Huntington Beach, CA",29,72.00,206.00,"Aug. 21, 2016",74.00,1003,2231,7,61,4.38,3.65,1.77,0.52,60%,75%,0.07,981,834,73,96,2,7,9,779,78%,117,12%,107,11%,11,MMA,41.00,19,6,1
Hugo Viana,Wolverine,https://www.ufc.com/athlete/hugo-viana,Bantamweight Division,8-4-0 (W-L-D),Not Fighting,Brazil,,40,66.00,136.00,"Jun. 24, 2012",67.00,205,532,,15,3.05,3.20,0.22,0.00,58%,50%,0.89,673,179,14,12,1,7,0,131,64%,58,28%,16,8%,NA,,,8,4,0
Polyana Viana,Dama de Ferro,https://www.ufc.com/athlete/polyana-viana,Women's Strawweight Division,13-5-0 (W-L-D),Active,"State of Pará, Brazil",,30,65.00,115.50,"Feb. 04, 2018",67.00,196,470,2,9,3.50,2.86,0.80,2.41,55%,50%,0.27,420,155,18,23,5,0,8,98,50%,60,31%,38,19%,12,Jiu-Jitsu,38.50,13,5,0
James Vick,The Texecutioner,https://www.ufc.com/athlete/james-vick,Welterweight Division,13-5-0 (W-L-D),Not Fighting,"Olney, United States","Lloyd Irving's MMA Temple Hills, MD",35,75.00,170.50,"Aug. 17, 2013",76.00,472,1185,2,6,4.13,3.31,0.26,0.66,61%,58%,0.52,490,422,31,19,3,5,5,288,61%,116,25%,68,14%,NA,Boxer,43.00,13,5,0
Tamires Vidal,Tractor ,https://www.ufc.com/athlete/tamires-vidal,Women's Bantamweight Division,7-1-0 (W-L-D),Active,"Niterói, Brazil",,24,66.00,143.00,"Nov. 05, 2022",68.00,17,29,,1,5.48,4.19,0.00,0.00,7%,NA,4.84,186,13,4,0,1,4,2,6,35%,7,41%,4,24%,NA,Brazilian Jiu-Jitsu,38.00,7,1,0
Rodolfo Vieira,,https://www.ufc.com/athlete/rodolfo-vieira,Middleweight Division,8-2-0 (W-L-D),Active,"Rio de Janeiro, Brazil",,33,72.00,185.00,"Aug. 10, 2019",73.00,167,308,3,43,3.62,5.09,3.90,0.97,50%,100%,0.00,554,144,6,17,1,0,7,136,81%,9,5%,22,13%,5,Brazilian Jiu-Jitsu,39.50,8,2,0
Milton Vieira,Miltinho,https://www.ufc.com/athlete/milana-dudieva-0,Featherweight Division,13-8-2 (W-L-D),Not Fighting,"Rio de Janeiro, Brazil",,,72.00,146.00,"Jun. 24, 2012",,51,142,,15,1.13,2.36,2.67,0.67,48%,13%,0.00,747,39,5,7,0,0,0,28,55%,17,33%,6,12%,NA,,,13,8,2
Ketlen Vieira,Fenomeno,https://www.ufc.com/athlete/ketlen-vieira,Women's Bantamweight Division,13-3-0 (W-L-D),Active,"State of Amazonas, Brazil",,31,68.00,136.00,"Oct. 02, 2016",68.00,499,1213,8,35,3.24,4.16,1.36,0.39,52%,93%,0.00,925,385,90,24,2,6,4,387,78%,73,15%,39,8%,3,Judo,39.50,13,3,0
Reginaldo Vieira,,https://www.ufc.com/athlete/reginaldo-vieira,Bantamweight Division,14-5-0 (W-L-D),Not Fighting,"Sao Paulo, Brazil","Academia Sidney, Sao Paulo",40,67.00,136.00,"Aug. 01, 2015",65.00,143,351,,18,3.76,2.89,1.97,0.79,59%,25%,0.00,761,101,17,25,0,4,10,76,53%,35,24%,32,22%,NA,,38.00,14,5,0
Steve Vigneault,Lion Heart,https://www.ufc.com/athlete/steve-vigneault,Middleweight Division,11-6-0 (W-L-D),Not Fighting,"Iles de la Madeleine, Canada",,45,70.00,184.00,"Mar. 04, 2006",,6,13,,1,2.79,9.77,0.00,0.00,45%,100%,0.00,129,1,5,0,0,0,0,1,17%,1,17%,4,67%,NA,,,11,6,0
Gian Villante,,https://www.ufc.com/athlete/gian-villante,Heavyweight Division,17-14-0 (W-L-D),Not Fighting,United States,Bellmore Kickboxing (NY),37,75.00,260.60,"Jan. 08, 2012",76.00,1029,2323,5,30,4.38,5.47,0.45,0.00,55%,83%,0.32,652,887,74,68,10,5,2,665,65%,141,14%,223,22%,NA,,43.50,17,14,0
Ike Villanueva,Hurricane,https://www.ufc.com/athlete/isaac-villanueva,Light Heavyweight Division,18-14-0 (W-L-D),Not Fighting,"Houston, United States",,38,73.00,205.50,"May. 13, 2020",73.00,92,239,1,2,3.66,7.24,0.60,0.00,36%,100%,0.60,251,78,11,3,15,3,0,72,78%,18,20%,2,2%,14,Striker,39.00,18,14,0
Armando Villarreal,La Lumbre,https://www.ufc.com/athlete/armando-villarreal,Bantamweight Division,5-1-0 (W-L-D),Active,"San Benito, United States",,33,67.00,135.00,"Apr. 20, 2023",,15,27,,4,3.23,4.30,3.23,0.00,52%,NA,0.00,279,11,0,4,0,0,0,7,47%,4,27%,4,27%,NA,Jiu-Jitsu,,5,1,0
Yuri Villefort,,https://www.ufc.com/athlete/yuri-villefort,Welterweight Division,6-3-0 (W-L-D),Not Fighting,"Brasilia, Brazil",,31,72.00,170.00,"May. 20, 2012",,117,283,,13,3.90,8.13,2.00,0.50,56%,40%,0.00,900,109,5,3,2,1,3,56,48%,20,17%,41,35%,NA,,,6,3,0
Danillo Villefort,Indio,https://www.ufc.com/athlete/danillo-villefort,Welterweight Division,0-0-0 (W-L-D),Not Fighting,"Brasilia, Brazil",,39,73.00,170.00,"Aug. 08, 2009",,50,134,,3,2.86,2.40,1.71,1.71,69%,33%,0.00,525,36,4,10,0,0,0,21,42%,14,28%,15,30%,NA,,,0,0,0
Marcos Vinicius,Vina,https://www.ufc.com/athlete/marcos-vinicius,Flyweight Division,20-6-1 (W-L-D),Not Fighting,Brazil,,43,69.00,136.00,"Jun. 24, 2012",,59,120,,,1.93,2.91,0.00,0.49,47%,25%,0.00,611,35,14,10,7,0,13,34,58%,13,22%,12,20%,NA,,,20,6,1
Falaniko Vitale,Niko,https://www.ufc.com/athlete/falaniko-vitale,Middleweight Division,14-3-0 (W-L-D),Not Fighting,"Honolulu, United States",,48,73.00,185.00,"Jun. 06, 2003",,5,25,,2,0.31,9.38,0.00,0.00,48%,86%,0.00,490,2,1,2,0,0,0,1,20%,0,0%,4,80%,NA,,,14,3,0
Cheyanne Vlismas,The Warrior Princess,https://www.ufc.com/athlete/cheyanne-vlismas,Women's Strawweight Division,7-3-0 (W-L-D),Active,"St. Petersburg, United States","Xtreme Couture - Las Vegas, NV",27,63.00,115.50,"Mar. 20, 2021",63.00,301,591,1,3,4.93,2.57,0.25,0.25,65%,67%,0.25,732,238,41,22,2,5,0,221,73%,61,20%,19,6%,NA,MMA,36.00,7,3,0
Bobby Voelker,Vicious,https://www.ufc.com/athlete/bobby-voelker,Welterweight Division,24-12-0 (W-L-D),Not Fighting,"Kansas City, United States",,43,72.00,170.50,"Mar. 16, 2013",74.00,191,551,,8,3.79,6.69,1.19,0.00,42%,67%,0.00,756,120,55,16,19,5,0,123,64%,36,19%,32,17%,NA,,,24,12,0
Alexander Volkanovski,The Great,https://www.ufc.com/athlete/alexander-volkanovski,Lightweight Division,25-2-0 (W-L-D),Active,"Shellharbour, Australia",Freestyle Fighting Gym,34,66.00,154.50,"Oct. 15, 2016",71.50,1442,2549,16,67,6.35,3.40,1.52,0.20,59%,69%,0.40,1048,1085,136,221,12,9,3,903,63%,161,11%,378,26%,7,,36.00,25,2,0
Jacob Volkmann,Christmas,https://www.ufc.com/athlete/jacob-volkmann,Lightweight Division,15-4-0 (W-L-D),Not Fighting,"Henning, United States",,42,69.00,156.00,"Nov. 21, 2009",,134,389,,49,1.19,1.78,3.19,1.99,53%,53%,0.00,678,44,11,79,0,0,0,98,73%,20,15%,16,12%,NA,,,15,4,0
Alexander Volkov,Drago,https://www.ufc.com/athlete/alexander-volkov,Heavyweight Division,36-10-0 (W-L-D),Active,"Moscow, Russia",Global Fight Gym,34,79.00,258.00,"Nov. 19, 2016",80.00,1009,1762,5,10,4.89,3.00,0.51,0.15,54%,73%,0.22,774,811,143,55,24,9,3,607,60%,235,23%,167,17%,17,Brazilian Jiu-Jitsu,47.50,36,10,0
Jason Von Flue,Live Wire,https://www.ufc.com/athlete/jason-von-flue,Welterweight Division,13-6-1 (W-L-D),Not Fighting,"Kerman, United States",,47,72.00,170.00,"Jan. 16, 2006",,45,127,,11,1.59,5.55,1.06,1.59,53%,59%,0.00,566,23,22,0,0,0,0,27,60%,15,33%,3,7%,NA,,,13,6,1
Chris Wade,,https://www.ufc.com/athlete/chris-wade,Lightweight Division,12-3-0 (W-L-D),Not Fighting,"Rockville Centre, United States",Long Island MMA,35,70.00,155.60,"Aug. 30, 2014",70.00,137,254,,27,1.70,1.75,2.60,1.12,52%,55%,0.19,692,74,37,26,0,7,4,66,48%,29,21%,42,31%,NA,,40.00,12,3,0
Neil Wain,Old Skool,https://www.ufc.com/athlete/neil-wain,Heavyweight Division,5-1-0 (W-L-D),Not Fighting,"Doncaster, United Kingdom",,,70.00,254.00,"Oct. 18, 2008",,4,8,,,2.64,8.57,0.00,0.00,43%,50%,0.00,91,3,1,0,0,0,0,4,100%,0,0%,0,0%,NA,,,5,1,0
TJ Waldburger,The Modern Day Warrior,https://www.ufc.com/athlete/tj-waldburger,Welterweight Division,16-9-0 (W-L-D),Not Fighting,United States,,34,71.00,171.00,"Sep. 15, 2010",75.00,120,234,,26,2.02,2.39,3.03,4.79,40%,40%,0.50,446,59,20,41,0,0,0,76,63%,20,17%,24,20%,NA,,,16,9,0
Chase Waldon,,https://www.ufc.com/athlete/chase-waldon,Middleweight Division,11-3-0 (W-L-D),Active,"Hudson, United States",,36,73.00,186.00,"Jul. 25, 2017",75.00,2,7,,3,1.03,6.72,7.76,0.00,38%,NA,0.00,116,2,0,0,3,3,5,0,0%,0,0%,2,100%,NA,,41.00,11,3,0
Johnny Walker,,https://www.ufc.com/athlete/johnny-walker,Light Heavyweight Division,20-7-0 (W-L-D),Active,"Belford Roxo, Brazil",SBG Ireland,30,78.00,205.00,"Nov. 17, 2018",82.00,245,407,,2,3.38,2.60,0.41,1.24,43%,59%,0.83,395,141,31,73,16,1,2,163,67%,27,11%,55,22%,17,MMA,44.50,20,7,0
Donny Walker,Eagle Eye,https://www.ufc.com/athlete/donny-walker-0,Bantamweight Division,14-8-0 (W-L-D),Not Fighting,United States,,43,,136.00,"Apr. 20, 2023",,32,86,,,1.81,3.85,0.00,1.70,47%,57%,0.00,530,27,2,3,0,0,0,15,47%,4,13%,13,41%,NA,,,14,8,0
Brogan Walker,Brogie The Bear,https://www.ufc.com/athlete/brogan-walker,Women's Flyweight Division,8-3-0 (W-L-D),Active,"Newport Beach, United States",,33,64.00,135.40,"Aug. 06, 2022",67.00,30,48,,,2.15,3.87,0.00,0.00,36%,NA,0.00,837,28,1,1,0,7,1,16,53%,5,17%,9,30%,1,MMA,37.00,8,3,0
Ben Wall,Manimal,https://www.ufc.com/athlete/ben-wall,Lightweight Division,7-2-1 (W-L-D),Not Fighting,"Albury, Australia",,33,70.00,155.00,"Dec. 07, 2013",73.00,5,17,,1,1.47,8.53,0.00,0.00,29%,100%,0.00,102,2,3,0,0,5,2,3,60%,2,40%,0,0%,NA,,,7,2,1
Rodney Wallace,Shonuff The Master,https://www.ufc.com/athlete/rodney-wallace,Light Heavyweight Division,9-2-0 (W-L-D),Not Fighting,"Bamberg, United States",,41,69.00,206.00,"Dec. 05, 2009",,51,110,,33,1.13,3.44,6.00,1.00,45%,29%,0.00,900,22,18,11,0,0,0,41,80%,10,20%,0,0%,NA,,,9,2,0
Crafton Wallace,Blaze,https://www.ufc.com/athlete/crafton-wallace,Middleweight Division,13-2-1 (W-L-D),Not Fighting,"Baltimore, United States",,47,72.00,186.00,"Aug. 17, 2006",,5,27,,,0.54,3.80,0.00,0.00,48%,43%,0.00,277,5,0,0,0,0,0,3,60%,0,0%,2,40%,NA,,,13,2,1
Randall Wallace,Braveheart,https://www.ufc.com/athlete/randall-wallace,Middleweight Division,15-7-0 (W-L-D),Active,"Crescent City, United States",,33,71.00,184.00,"Aug. 15, 2017",73.00,8,21,,2,1.13,4.11,2.13,0.00,45%,NA,0.00,423,6,2,0,7,2,6,3,38%,2,25%,3,38%,NA,,74.00,15,7,0
James Wallace,Jesse,https://www.ufc.com/athlete/james-wallace,Lightweight Division,9-2-0 (W-L-D),Active,"Horn Lake, United States",,30,70.00,155.00,"Apr. 20, 2023",69.50,2,7,,,0.52,3.41,0.00,0.00,35%,NA,0.00,229,2,0,0,0,0,0,0,0%,2,100%,0,0%,NA,Freestyle,,9,2,0
Jimmy Wallhead,Judo,https://www.ufc.com/athlete/jimmy-wallhead,Welterweight Division,29-11-0 (W-L-D),Not Fighting,"Leicester, United Kingdom",,38,70.00,170.00,"Sep. 03, 2016",73.00,79,295,,2,3.19,6.65,0.00,0.00,50%,100%,0.60,744,75,2,2,13,8,8,55,70%,12,15%,12,15%,NA,,40.50,29,11,0
Cory Walmsley,Hard Cor,https://www.ufc.com/athlete/cory-walmsley,Light Heavyweight Division,10-1-0 (W-L-D),Not Fighting,"St. Paul, United States",,,72.00,205.00,"Aug. 26, 2006",,2,2,,,0.79,1.18,0.00,0.00,50%,NA,0.00,152,1,1,0,0,0,0,1,50%,1,50%,0,0%,NA,,,10,1,0
Rich Walsh,Filthy,https://www.ufc.com/athlete/rich-walsh,Welterweight Division,9-6-0 (W-L-D),Not Fighting,"St. Leonards, Australia","VT1 Gym- Sydney, Australia",34,72.00,171.00,"Apr. 16, 2014",73.00,297,635,,20,3.84,2.72,1.55,0.19,59%,67%,0.58,773,159,73,65,4,4,1,186,63%,52,18%,59,20%,NA,,,9,6,0
Patrick Walsh,,https://www.ufc.com/athlete/patrick-walsh,Middleweight Division,5-3-0 (W-L-D),Not Fighting,United States,,34,71.00,191.50,"Jul. 06, 2014",73.00,61,320,,11,2.03,2.83,3.00,1.50,65%,100%,0.00,900,54,1,6,2,2,1,60,98%,0,0%,1,2%,NA,,,5,3,0
Andy Wang,The Yellow Peril,https://www.ufc.com/athlete/andy-wang,Lightweight Division,8-6-0 (W-L-D),Not Fighting,United States,,45,66.00,156.00,"Jun. 23, 2007",,4,11,,1,3.43,10.29,0.00,0.00,63%,NA,0.00,70,1,3,0,0,0,0,3,75%,1,25%,0,0%,NA,,,8,6,0
Joshua Wang-Kim,,https://www.ufc.com/athlete/joshua-wang-kim,Bantamweight Division,0-1-0 (W-L-D),Active,"San Diego, United States",,30,,135.00,"Apr. 20, 2023",,38,94,,1,2.95,4.43,1.17,0.00,61%,67%,0.00,772,37,1,0,0,0,0,14,37%,17,45%,7,18%,NA,,,0,1,0
Curt Warburton,The War,https://www.ufc.com/athlete/kori-uolsmli,Lightweight Division,7-3-0 (W-L-D),Not Fighting,"Bishop Auckland, United Kingdom",,,72.00,156.00,"Oct. 16, 2010",,68,161,,10,2.13,3.44,2.35,0.94,43%,83%,0.00,639,43,18,7,0,0,0,25,37%,21,31%,22,32%,NA,,,7,3,0
Charlie Ward,Relentless,https://www.ufc.com/athlete/charlie-ward,Welterweight Division,3-3-0 (W-L-D),Not Fighting,"Portlaoise, Ireland",,42,71.00,169.00,"Nov. 19, 2016",73.00,5,26,,1,1.64,7.21,0.00,0.00,53%,NA,0.00,92,4,1,0,0,2,0,4,80%,1,20%,0,0%,NA,,42.00,3,3,0
Terrion Ware,Flash,https://www.ufc.com/athlete/terrion-ware,Bantamweight Division,17-8-0 (W-L-D),Not Fighting,"Los Angeles, United States",,36,68.00,135.00,"Jul. 09, 2017",71.00,241,741,,9,4.02,6.07,0.50,0.00,50%,45%,0.00,900,210,16,15,6,8,3,165,68%,47,20%,29,12%,NA,,39.00,17,8,0
Ron Waterman,,https://www.ufc.com/athlete/ron-waterman,Heavyweight Division,16-6-0 (W-L-D),Not Fighting,"Greeley, United States",,57,74.00,260.00,"May. 07, 1999",,27,54,,13,0.84,1.37,4.19,2.79,43%,50%,0.00,372,4,2,21,0,0,0,17,63%,6,22%,4,15%,NA,,,16,6,0
Dominic Waters,Shonuff,https://www.ufc.com/athlete/dominic-waters,Welterweight Division,9-5-0 (W-L-D),Not Fighting,"San Pablo, United States","Nor-Cal Fighting Alliance - Santa Rosa, CA",33,73.00,170.00,"Apr. 20, 2023",,16,69,,17,0.48,2.53,4.07,0.00,40%,29%,0.00,664,13,1,2,0,0,0,13,81%,3,19%,0,0%,NA,,,9,5,0
Trey Waters,,https://www.ufc.com/athlete/trey-waters,Welterweight Division,0-1-0 (W-L-D),Active,"Jacksonville, United States",,27,,170.50,"Apr. 20, 2023",,20,72,,,4.74,6.17,0.00,3.56,62%,NA,0.00,253,20,0,0,0,0,0,19,95%,1,5%,0,0%,NA,,,0,1,0
