,Event,Date,Name,Opponent,5D_odds,Ref_odds
8,UFC Fight Night 78: Magny vs. Gastelum,November 21st,Enrique Barzola,Horacio Gutierrez,+175▼,+170▲
9,UFC Fight Night 78: Magny vs. Gastelum,November 21st,Horacio Gutierrez,Enrique Barzola,-210▼,-200▼
10,UFC Fight Night 78: Magny vs. Gastelum,November 21st,Efrain Escudero,Leandro Silva,+130▼,+128▼
11,UFC Fight Night 78: Magny vs. Gastelum,November 21st,Leandro Silva,Efrain Escudero,-150▼,-148▲
12,UFC Fight Night 78: Magny vs. Gastelum,November 21st,Erik Perez,Taylor Lapilus,-150▼,-140▼
13,UFC Fight Night 78: Magny vs. Gastelum,November 21st,Taylor Lapilus,Erik Perez,+130▼,+120▲
14,UFC Fight Night 78: Magny vs. Gastelum,November 21st,Bartosz Fabinski,Hector Urbina,-175▼,-180▲
15,UFC Fight Night 78: Magny vs. Gastelum,November 21st,Hector Urbina,Bartosz Fabinski,+155▼,+155▼
16,UFC Fight Night 78: Magny vs. Gastelum,November 21st,Alejandro Perez,Scott Jorgensen,+115▼,+110▲
17,UFC Fight Night 78: Magny vs. Gastelum,November 21st,Scott Jorgensen,Alejandro Perez,-135▼,-130▼
18,UFC Fight Night 78: Magny vs. Gastelum,November 21st,Andre Fili,Gabriel Benitez,-230▼,-214▼
19,UFC Fight Night 78: Magny vs. Gastelum,November 21st,Gabriel Benitez,Andre Fili,+190▼,+184▲
20,UFC Fight Night 78: Magny vs. Gastelum,November 21st,Alvaro Herrera,Vernon Ramos,+150▼,+145▲
21,UFC Fight Night 78: Magny vs. Gastelum,November 21st,Vernon Ramos,Alvaro Herrera,-170▼,-170▼
22,UFC Fight Night 78: Magny vs. Gastelum,November 21st,Cesar Arzamendia,Polo Reyes,-190▼,-185▼
23,UFC Fight Night 78: Magny vs. Gastelum,November 21st,Polo Reyes,Cesar Arzamendia,+165▼,+160▲
24,UFC Fight Night 78: Magny vs. Gastelum,November 21st,Michel Prazeres,Valmir Lazaro,-135▼,-140▼
25,UFC Fight Night 78: Magny vs. Gastelum,November 21st,Valmir Lazaro,Michel Prazeres,+115▼,+120▲
0,UFC on FOX 25: Weidman vs. Gastelum,July 22nd,Chris Weidman,Kelvin Gastelum,+135▼,+130▼
1,UFC on FOX 25: Weidman vs. Gastelum,July 22nd,Kelvin Gastelum,Chris Weidman,-155▼,-150▲
2,UFC on FOX 25: Weidman vs. Gastelum,July 22nd,Darren Elkins,Dennis Bermudez,+175▼,+185▼
3,UFC on FOX 25: Weidman vs. Gastelum,July 22nd,Dennis Bermudez,Darren Elkins,-210▼,-220▲
4,UFC on FOX 25: Weidman vs. Gastelum,July 22nd,Gian Villante,Patrick Cummins,-210▼,-200▲
5,UFC on FOX 25: Weidman vs. Gastelum,July 22nd,Patrick Cummins,Gian Villante,+175▼,+170▼
6,UFC on FOX 25: Weidman vs. Gastelum,July 22nd,Jimmie Rivera,Thomas Almeida,-185▼,-203▲
7,UFC on FOX 25: Weidman vs. Gastelum,July 22nd,Thomas Almeida,Jimmie Rivera,+160▼,+173▼
8,UFC on FOX 25: Weidman vs. Gastelum,July 22nd,Elizeu ZaleskiDosSantos,Lyman Good,+130▼,+127▼
9,UFC on FOX 25: Weidman vs. Gastelum,July 22nd,Lyman Good,Elizeu ZaleskiDosSantos,-150▼,-147▲
10,UFC on FOX 25: Weidman vs. Gastelum,July 22nd,Eryk Anders,Rafael Natal,-115,-115▲
11,UFC on FOX 25: Weidman vs. Gastelum,July 22nd,Rafael Natal,Eryk Anders,-105▼,-105▼
12,UFC on FOX 25: Weidman vs. Gastelum,July 22nd,Alex Oliveira,Ryan Laflare,+155▼,+144▼
13,UFC on FOX 25: Weidman vs. Gastelum,July 22nd,Ryan Laflare,Alex Oliveira,-175▼,-164▲
14,UFC on FOX 25: Weidman vs. Gastelum,July 22nd,Chase Sherman,Damian Grabowski,-245▼,-230▲
15,UFC on FOX 25: Weidman vs. Gastelum,July 22nd,Damian Grabowski,Chase Sherman,+205▼,+195▼
16,UFC on FOX 25: Weidman vs. Gastelum,July 22nd,Jeremy Kennedy,Kyle Bochniak,-290▼,-309▲
17,UFC on FOX 25: Weidman vs. Gastelum,July 22nd,Kyle Bochniak,Jeremy Kennedy,+245▼,+259▼
18,UFC on FOX 25: Weidman vs. Gastelum,July 22nd,Brian Kelleher,Marlon Vera,-235▼,-220▲
19,UFC on FOX 25: Weidman vs. Gastelum,July 22nd,Marlon Vera,Brian Kelleher,+195▼,+185▼
20,UFC on FOX 25: Weidman vs. Gastelum,July 22nd,Junior Albini,Timothy Johnson,+240▼,+245▼
21,UFC on FOX 25: Weidman vs. Gastelum,July 22nd,Timothy Johnson,Junior Albini,-280▼,-285▲
22,UFC on FOX 25: Weidman vs. Gastelum,July 22nd,Godofredo Pepey,Shane Burgos,+500▼,+525▼
23,UFC on FOX 25: Weidman vs. Gastelum,July 22nd,Shane Burgos,Godofredo Pepey,-700▼,-700▲
24,UFC on FOX 25: Weidman vs. Gastelum,July 22nd,Chris Wade,Frankie Perez,-360▼,-330▼
25,UFC on FOX 25: Weidman vs. Gastelum,July 22nd,Frankie Perez,Chris Wade,+300▼,+270
0,UFC on ESPN+ 39: Hall vs. Silva,October 31st,Anderson Silva,Uriah Hall,+235▼,+235▼
1,UFC on ESPN+ 39: Hall vs. Silva,October 31st,Uriah Hall,Anderson Silva,-275▼,-275▲
2,UFC on ESPN+ 39: Hall vs. Silva,October 31st,Andre Fili,Bryce Mitchell,-103▼,+101▲
3,UFC on ESPN+ 39: Hall vs. Silva,October 31st,Bryce Mitchell,Andre Fili,-117▼,-121▼
4,UFC on ESPN+ 39: Hall vs. Silva,October 31st,Greg Hardy,Maurice Greene,-360▼,-350▼
5,UFC on ESPN+ 39: Hall vs. Silva,October 31st,Maurice Greene,Greg Hardy,+300▼,+275▲
6,UFC on ESPN+ 39: Hall vs. Silva,October 31st,Cortney Casey,Priscila Cachoeira,-265▼,-260▼
7,UFC on ESPN+ 39: Hall vs. Silva,October 31st,Priscila Cachoeira,Cortney Casey,+225▲,+220▲
8,UFC on ESPN+ 39: Hall vs. Silva,October 31st,Charlie Ontiveros,Kevin Holland,+525▼,+650▲
9,UFC on ESPN+ 39: Hall vs. Silva,October 31st,Kevin Holland,Charlie Ontiveros,-750▼,-950▼
10,UFC on ESPN+ 39: Hall vs. Silva,October 31st,Bobby Green,Thiago Moises,-280▼,-301▼
11,UFC on ESPN+ 39: Hall vs. Silva,October 31st,Thiago Moises,Bobby Green,+240▼,+251▲
12,UFC on ESPN+ 39: Hall vs. Silva,October 31st,Alexander Hernandez,Chris Gruetzemacher,-470▼,-500▼
13,UFC on ESPN+ 39: Hall vs. Silva,October 31st,Chris Gruetzemacher,Alexander Hernandez,+375▼,+375▲
14,UFC on ESPN+ 39: Hall vs. Silva,October 31st,Adrian Yanez,Victor Rodriguez,-525▼,-550▼
15,UFC on ESPN+ 39: Hall vs. Silva,October 31st,Victor Rodriguez,Adrian Yanez,+415▼,+400▲
16,UFC on ESPN+ 39: Hall vs. Silva,October 31st,Jack Marshman,Sean Strickland,+335▼,+327▲
17,UFC on ESPN+ 39: Hall vs. Silva,October 31st,Sean Strickland,Jack Marshman,-420▼,-427▼
18,UFC on ESPN+ 39: Hall vs. Silva,October 31st,Cole Williams,Jason Witt,+155▼,+145▼
19,UFC on ESPN+ 39: Hall vs. Silva,October 31st,Jason Witt,Cole Williams,-175▼,-170▲
20,UFC on ESPN+ 39: Hall vs. Silva,October 31st,Dustin Jacoby,Justin Ledet,-350▼,-330▲
21,UFC on ESPN+ 39: Hall vs. Silva,October 31st,Justin Ledet,Dustin Jacoby,+290▼,+270▼
22,UFC on ESPN+ 39: Hall vs. Silva,October 31st,Kevin Natividad,Miles Johns,+110▼,+105▼
23,UFC on ESPN+ 39: Hall vs. Silva,October 31st,Miles Johns,Kevin Natividad,-130▼,-125▲
0,UFC 173: Barao vs. Dillashaw,May 24th,Renan Barao,T.J. Dillashaw,-910▼,-1000▼
1,UFC 173: Barao vs. Dillashaw,May 24th,T.J. Dillashaw,Renan Barao,+710▲,+675▲
2,UFC 173: Barao vs. Dillashaw,May 24th,Dan Henderson,Daniel Cormier,+525▼,+600▼
3,UFC 173: Barao vs. Dillashaw,May 24th,Daniel Cormier,Dan Henderson,-750▲,-900▲
4,UFC 173: Barao vs. Dillashaw,May 24th,Jake Ellenberger,Robbie Lawler,+160▼,+157▼
5,UFC 173: Barao vs. Dillashaw,May 24th,Robbie Lawler,Jake Ellenberger,-170▲,-182▲
6,UFC 173: Barao vs. Dillashaw,May 24th,Francisco Rivera,Takeya Mizugaki,+135▼,+135▲
7,UFC 173: Barao vs. Dillashaw,May 24th,Takeya Mizugaki,Francisco Rivera,-145▲,-155▼
8,UFC 173: Barao vs. Dillashaw,May 24th,James Krause,Jamie Varner,+195▲,+170▼
9,UFC 173: Barao vs. Dillashaw,May 24th,Jamie Varner,James Krause,-215▼,-200▲
10,UFC 173: Barao vs. Dillashaw,May 24th,Francisco Trinaldo,Michael Chiesa,+140▲,+130▲
11,UFC 173: Barao vs. Dillashaw,May 24th,Michael Chiesa,Francisco Trinaldo,-150▼,-150▼
12,UFC 173: Barao vs. Dillashaw,May 24th,Katsunori Kikuno,Tony Ferguson,+285▲,+270▲
13,UFC 173: Barao vs. Dillashaw,May 24th,Tony Ferguson,Katsunori Kikuno,-315▼,-330▼
14,UFC 173: Barao vs. Dillashaw,May 24th,Chico Camus,Chris Holdsworth,+320▲,+285▲
15,UFC 173: Barao vs. Dillashaw,May 24th,Chris Holdsworth,Chico Camus,-355▼,-350▼
16,UFC 173: Barao vs. Dillashaw,May 24th,Al Iaquinta,Mitch Clarke,-430▼,-450▼
17,UFC 173: Barao vs. Dillashaw,May 24th,Mitch Clarke,Al Iaquinta,+380▲,+350▲
18,UFC 173: Barao vs. Dillashaw,May 24th,Anthony Njokuani,Vinc Pichel,-260▼,-265▼
19,UFC 173: Barao vs. Dillashaw,May 24th,Vinc Pichel,Anthony Njokuani,+240▲,+225▲
20,UFC 173: Barao vs. Dillashaw,May 24th,David Michaud,Jingliang Li,-125▲,-135▲
21,UFC 173: Barao vs. Dillashaw,May 24th,Jingliang Li,David Michaud,+115▼,+115▼
22,UFC 173: Barao vs. Dillashaw,May 24th,Aaron Phillips,Sam Sicilia,+130▼,+130▼
23,UFC 173: Barao vs. Dillashaw,May 24th,Sam Sicilia,Aaron Phillips,-140▲,-150▲
0,UFC on FOX 16: Dillashaw vs. Barao 2,July 25th,Renan Barao,T.J. Dillashaw,+170▼,+170▼
1,UFC on FOX 16: Dillashaw vs. Barao 2,July 25th,T.J. Dillashaw,Renan Barao,-200▼,-200▲
2,UFC on FOX 16: Dillashaw vs. Barao 2,July 25th,Jessica Eye,Miesha Tate,+170▼,+160▼
3,UFC on FOX 16: Dillashaw vs. Barao 2,July 25th,Miesha Tate,Jessica Eye,-200▼,-185▲
4,UFC on FOX 16: Dillashaw vs. Barao 2,July 25th,Edson Barboza,Paul Felder,-155▼,-160▼
5,UFC on FOX 16: Dillashaw vs. Barao 2,July 25th,Paul Felder,Edson Barboza,+135▼,+140▲
6,UFC on FOX 16: Dillashaw vs. Barao 2,July 25th,Joe Lauzon,Takanori Gomi,-310▼,-300▲
7,UFC on FOX 16: Dillashaw vs. Barao 2,July 25th,Takanori Gomi,Joe Lauzon,+255▼,+250▼
8,UFC on FOX 16: Dillashaw vs. Barao 2,July 25th,Gian Villante,Tom Lawlor,-220▼,-210▼
9,UFC on FOX 16: Dillashaw vs. Barao 2,July 25th,Tom Lawlor,Gian Villante,+180▼,+180▲
10,UFC on FOX 16: Dillashaw vs. Barao 2,July 25th,Danny Castillo,Jim Miller,+120▼,+120▲
11,UFC on FOX 16: Dillashaw vs. Barao 2,July 25th,Jim Miller,Danny Castillo,-140▼,-140▼
12,UFC on FOX 16: Dillashaw vs. Barao 2,July 25th,Ben Saunders,Kenny Robertson,+115▼,+110▲
13,UFC on FOX 16: Dillashaw vs. Barao 2,July 25th,Kenny Robertson,Ben Saunders,-135▼,-130▼
14,UFC on FOX 16: Dillashaw vs. Barao 2,July 25th,Bryan Caraway,Eddie Wineland,+120▼,+125▲
15,UFC on FOX 16: Dillashaw vs. Barao 2,July 25th,Eddie Wineland,Bryan Caraway,-140▼,-145▼
16,UFC on FOX 16: Dillashaw vs. Barao 2,July 25th,Daron Cruickshank,James Krause,-200▼,-205▼
17,UFC on FOX 16: Dillashaw vs. Barao 2,July 25th,James Krause,Daron Cruickshank,+170▼,+175▲
18,UFC on FOX 16: Dillashaw vs. Barao 2,July 25th,Andrew Holbrook,Ramsey Nijem,+135▼,+140▲
19,UFC on FOX 16: Dillashaw vs. Barao 2,July 25th,Ramsey Nijem,Andrew Holbrook,-155▼,-160▼
20,UFC on FOX 16: Dillashaw vs. Barao 2,July 25th,Elizabeth Phillips,Jessamyn Duke,-150▼,-145▲
21,UFC on FOX 16: Dillashaw vs. Barao 2,July 25th,Jessamyn Duke,Elizabeth Phillips,+130▼,+125▼
22,UFC on FOX 16: Dillashaw vs. Barao 2,July 25th,Dominique Steele,Zak Cummings,+340▲,+330▲
23,UFC on FOX 16: Dillashaw vs. Barao 2,July 25th,Zak Cummings,Dominique Steele,-380▼,-400▼
0,UFC on ESPN+ 1: Cejudo vs. Dillashaw,January 19th,Henry Cejudo,T.J. Dillashaw,+185▼,+205▲
1,UFC on ESPN+ 1: Cejudo vs. Dillashaw,January 19th,T.J. Dillashaw,Henry Cejudo,-225▼,-240▼
2,UFC on ESPN+ 1: Cejudo vs. Dillashaw,January 19th,Allen Crowder,Greg Hardy,+360▼,+385▲
3,UFC on ESPN+ 1: Cejudo vs. Dillashaw,January 19th,Greg Hardy,Allen Crowder,-450▼,-500▼
4,UFC on ESPN+ 1: Cejudo vs. Dillashaw,January 19th,Gregor Gillespie,Yancy Medeiros,-470▼,-510▼
5,UFC on ESPN+ 1: Cejudo vs. Dillashaw,January 19th,Yancy Medeiros,Gregor Gillespie,+375▼,+395▲
6,UFC on ESPN+ 1: Cejudo vs. Dillashaw,January 19th,Dustin Ortiz,Joseph Benavidez,+200▼,+195▲
7,UFC on ESPN+ 1: Cejudo vs. Dillashaw,January 19th,Joseph Benavidez,Dustin Ortiz,-240▼,-230▼
8,UFC on ESPN+ 1: Cejudo vs. Dillashaw,January 19th,Paige Vanzant,Rachael Ostovich,-175▼,-184▼
9,UFC on ESPN+ 1: Cejudo vs. Dillashaw,January 19th,Rachael Ostovich,Paige Vanzant,+155▼,+159▲
10,UFC on ESPN+ 1: Cejudo vs. Dillashaw,January 19th,Glover Teixeira,Karl Roberson,-110▼,-113▼
11,UFC on ESPN+ 1: Cejudo vs. Dillashaw,January 19th,Karl Roberson,Glover Teixeira,-110▼,-107▲
12,UFC on ESPN+ 1: Cejudo vs. Dillashaw,January 19th,Alexander Hernandez,Donald Cerrone,-220▼,-205▲
13,UFC on ESPN+ 1: Cejudo vs. Dillashaw,January 19th,Donald Cerrone,Alexander Hernandez,+180▲,+175▼
14,UFC on ESPN+ 1: Cejudo vs. Dillashaw,January 19th,Ariane Lipski,Joanne Calderwood,-255▼,-240▼
15,UFC on ESPN+ 1: Cejudo vs. Dillashaw,January 19th,Joanne Calderwood,Ariane Lipski,+215▼,+205▲
16,UFC on ESPN+ 1: Cejudo vs. Dillashaw,January 19th,Alonzo Menifield,Vinicius Moreira,-290▼,-300▼
17,UFC on ESPN+ 1: Cejudo vs. Dillashaw,January 19th,Vinicius Moreira,Alonzo Menifield,+245▼,+250▲
18,UFC on ESPN+ 1: Cejudo vs. Dillashaw,January 19th,Cory Sandhagen,Mario Bautista,-525▼,-625▼
19,UFC on ESPN+ 1: Cejudo vs. Dillashaw,January 19th,Mario Bautista,Cory Sandhagen,+415▼,+475▲
20,UFC on ESPN+ 1: Cejudo vs. Dillashaw,January 19th,Dennis Bermudez,Te Edwards,+105▼,-108▼
21,UFC on ESPN+ 1: Cejudo vs. Dillashaw,January 19th,Te Edwards,Dennis Bermudez,-125▼,-112▲
22,UFC on ESPN+ 1: Cejudo vs. Dillashaw,January 19th,Belal Muhammad,Geoff Neal,+170▼,+170▼
23,UFC on ESPN+ 1: Cejudo vs. Dillashaw,January 19th,Geoff Neal,Belal Muhammad,-200▼,-200▲
24,UFC on ESPN+ 1: Cejudo vs. Dillashaw,January 19th,Chance Rencountre,Kyle Stewart,+145▼,+140▼
25,UFC on ESPN+ 1: Cejudo vs. Dillashaw,January 19th,Kyle Stewart,Chance Rencountre,-165▼,-160▲
0,UFC 246: McGregor vs. Cowboy,January 18th,Conor McGregor,Donald Cerrone,-290▼,-300▼
1,UFC 246: McGregor vs. Cowboy,January 18th,Donald Cerrone,Conor McGregor,+245▼,+250▲
2,UFC 246: McGregor vs. Cowboy,January 18th,Maycee Barber,Roxanne Modafferi,-1000▼,-900▲
3,UFC 246: McGregor vs. Cowboy,January 18th,Roxanne Modafferi,Maycee Barber,+650▼,+600▼
4,UFC 246: McGregor vs. Cowboy,January 18th,Andre Fili,Sodiq Yusuff,+135,+135▲
5,UFC 246: McGregor vs. Cowboy,January 18th,Sodiq Yusuff,Andre Fili,-155▼,-155▼
6,UFC 246: McGregor vs. Cowboy,January 18th,Askar Askarov,Tim Elliott,-150▼,-145▲
7,UFC 246: McGregor vs. Cowboy,January 18th,Tim Elliott,Askar Askarov,+130▼,+125▼
8,UFC 246: McGregor vs. Cowboy,January 18th,Aleksa Camur,Justin Ledet,-130▼,-132▼
9,UFC 246: McGregor vs. Cowboy,January 18th,Justin Ledet,Aleksa Camur,+110,+112▲
10,UFC 246: McGregor vs. Cowboy,January 18th,J.J. Aldrich,Sabina Mazo,-115▼,-121▼
11,UFC 246: McGregor vs. Cowboy,January 18th,Sabina Mazo,J.J. Aldrich,-105▼,+101▲
12,UFC 246: McGregor vs. Cowboy,January 18th,Holly Holm,Raquel Pennington,-155▼,-153▼
13,UFC 246: McGregor vs. Cowboy,January 18th,Raquel Pennington,Holly Holm,+135▲,+133▲
14,UFC 246: McGregor vs. Cowboy,January 18th,Drew Dober,Nasrat Haqparast,+275▼,+285▲
15,UFC 246: McGregor vs. Cowboy,January 18th,Nasrat Haqparast,Drew Dober,-335▼,-350▼
16,UFC 246: McGregor vs. Cowboy,January 18th,Anthony Pettis,Diego Ferreira,+125▲,+195▼
17,UFC 246: McGregor vs. Cowboy,January 18th,Diego Ferreira,Anthony Pettis,-135▼,-230▲
18,UFC 246: McGregor vs. Cowboy,January 18th,Brian Kelleher,Ode Osbourne,+140▼,+143▲
19,UFC 246: McGregor vs. Cowboy,January 18th,Ode Osbourne,Brian Kelleher,-160▼,-163▼
20,UFC 246: McGregor vs. Cowboy,January 18th,Aleksei Oleinik,Maurice Greene,-110▼,+103▲
21,UFC 246: McGregor vs. Cowboy,January 18th,Maurice Greene,Aleksei Oleinik,-110▼,-123▼
0,UFC 229: Nurmagomedov vs. McGregor,October 6th,Conor McGregor,Khabib Nurmagomedov,+165▼,+169▼
1,UFC 229: Nurmagomedov vs. McGregor,October 6th,Khabib Nurmagomedov,Conor McGregor,-190▼,-194▲
2,UFC 229: Nurmagomedov vs. McGregor,October 6th,Anthony Pettis,Tony Ferguson,+295▼,+280▼
3,UFC 229: Nurmagomedov vs. McGregor,October 6th,Tony Ferguson,Anthony Pettis,-355▼,-340▲
4,UFC 229: Nurmagomedov vs. McGregor,October 6th,Dominick Reyes,Ovince St.Preux,-230▼,-225▲
5,UFC 229: Nurmagomedov vs. McGregor,October 6th,Ovince St.Preux,Dominick Reyes,+190▼,+190▼
6,UFC 229: Nurmagomedov vs. McGregor,October 6th,Alexander Volkov,Derrick Lewis,-155▼,-155▲
7,UFC 229: Nurmagomedov vs. McGregor,October 6th,Derrick Lewis,Alexander Volkov,+135▼,+135▼
8,UFC 229: Nurmagomedov vs. McGregor,October 6th,Felice Herrig,Michelle Waterson,-135▼,-135▲
9,UFC 229: Nurmagomedov vs. McGregor,October 6th,Michelle Waterson,Felice Herrig,+115▼,+115▼
10,UFC 229: Nurmagomedov vs. McGregor,October 6th,Jussier Formiga,Sergio Pettis,+165▼,+165▲
11,UFC 229: Nurmagomedov vs. McGregor,October 6th,Sergio Pettis,Jussier Formiga,-190▼,-190▼
12,UFC 229: Nurmagomedov vs. McGregor,October 6th,Jalin Turner,Vicente Luque,+500▼,+475▼
13,UFC 229: Nurmagomedov vs. McGregor,October 6th,Vicente Luque,Jalin Turner,-700▼,-650▲
14,UFC 229: Nurmagomedov vs. McGregor,October 6th,Aspen Ladd,Tonya Evinger,-185▼,-185▼
15,UFC 229: Nurmagomedov vs. McGregor,October 6th,Tonya Evinger,Aspen Ladd,+160▼,+160▲
16,UFC 229: Nurmagomedov vs. McGregor,October 6th,Alan Patrick,Scott Holtzman,-320▼,-315▲
17,UFC 229: Nurmagomedov vs. McGregor,October 6th,Scott Holtzman,Alan Patrick,+260▼,+265▼
18,UFC 229: Nurmagomedov vs. McGregor,October 6th,Lina Lansberg,Yana Kunitskaya,+205▼,+220▲
19,UFC 229: Nurmagomedov vs. McGregor,October 6th,Yana Kunitskaya,Lina Lansberg,-245▼,-260▼
20,UFC 229: Nurmagomedov vs. McGregor,October 6th,Gray Maynard,Nik Lentz,+190,+205▲
21,UFC 229: Nurmagomedov vs. McGregor,October 6th,Nik Lentz,Gray Maynard,-230▼,-240▼
22,UFC 229: Nurmagomedov vs. McGregor,October 6th,Ryan Laflare,Tony Martin,-125▼,-128▼
23,UFC 229: Nurmagomedov vs. McGregor,October 6th,Tony Martin,Ryan Laflare,+105▼,+108▲
0,UFC 189: Mendes vs. McGregor,July 11th,Chad Mendes,Conor McGregor,+165▼,+150▼
1,UFC 189: Mendes vs. McGregor,July 11th,Conor McGregor,Chad Mendes,-190▼,-175▲
2,UFC 189: Mendes vs. McGregor,July 11th,Robbie Lawler,Rory Macdonald,+145▼,+135▼
3,UFC 189: Mendes vs. McGregor,July 11th,Rory Macdonald,Robbie Lawler,-165▼,-155▲
4,UFC 189: Mendes vs. McGregor,July 11th,Dennis Bermudez,Jeremy Stephens,-245▼,-240▼
5,UFC 189: Mendes vs. McGregor,July 11th,Jeremy Stephens,Dennis Bermudez,+205▼,+205▲
6,UFC 189: Mendes vs. McGregor,July 11th,Brandon Thatch,Gunnar Nelson,-170▼,-175▼
7,UFC 189: Mendes vs. McGregor,July 11th,Gunnar Nelson,Brandon Thatch,+150▼,+150▲
8,UFC 189: Mendes vs. McGregor,July 11th,Brad Pickett,Thomas Almeida,+500▼,+525▼
9,UFC 189: Mendes vs. McGregor,July 11th,Thomas Almeida,Brad Pickett,-700▼,-700▲
10,UFC 189: Mendes vs. McGregor,July 11th,Matt Brown,Tim Means,-150▼,-152▼
11,UFC 189: Mendes vs. McGregor,July 11th,Tim Means,Matt Brown,+130▼,+132▲
12,UFC 189: Mendes vs. McGregor,July 11th,Cathal Pendred,John Howard,-135▼,-130▲
13,UFC 189: Mendes vs. McGregor,July 11th,John Howard,Cathal Pendred,+115▼,+110▼
14,UFC 189: Mendes vs. McGregor,July 11th,Alex Garcia,Mike Swick,-470,-500▲
15,UFC 189: Mendes vs. McGregor,July 11th,Mike Swick,Alex Garcia,+375▼,+385▼
16,UFC 189: Mendes vs. McGregor,July 11th,Cody Garbrandt,Henry Briones,-1000▼,-1000▼
17,UFC 189: Mendes vs. McGregor,July 11th,Henry Briones,Cody Garbrandt,+650▼,+675▲
18,UFC 189: Mendes vs. McGregor,July 11th,Louis Smolka,Neil Seery,-135▼,-135▲
19,UFC 189: Mendes vs. McGregor,July 11th,Neil Seery,Louis Smolka,+115▼,+115▼
20,UFC 189: Mendes vs. McGregor,July 11th,Cody Pfister,Yosdenis Cedeno,+210▼,+210▲
21,UFC 189: Mendes vs. McGregor,July 11th,Yosdenis Cedeno,Cody Pfister,-250▼,-245▼
0,UFC 205: Alvarez vs. McGregor,November 12th,Conor McGregor,Eddie Alvarez,-160▲,-161▼
1,UFC 205: Alvarez vs. McGregor,November 12th,Eddie Alvarez,Conor McGregor,+140▼,+141▲
2,UFC 205: Alvarez vs. McGregor,November 12th,Stephen Thompson,Tyron Woodley,-185▲,-181▲
3,UFC 205: Alvarez vs. McGregor,November 12th,Tyron Woodley,Stephen Thompson,+160▼,+156▼
4,UFC 205: Alvarez vs. McGregor,November 12th,Joanna Jedrzejczyk,Karolina Kowalkiewicz,-400▼,-410▼
5,UFC 205: Alvarez vs. McGregor,November 12th,Karolina Kowalkiewicz,Joanna Jedrzejczyk,+325▼,+340▲
6,UFC 205: Alvarez vs. McGregor,November 12th,Chris Weidman,Yoel Romero,-220▲,-215▼
7,UFC 205: Alvarez vs. McGregor,November 12th,Yoel Romero,Chris Weidman,+180▼,+185▲
8,UFC 205: Alvarez vs. McGregor,November 12th,Miesha Tate,Raquel Pennington,-140▼,-130▲
9,UFC 205: Alvarez vs. McGregor,November 12th,Raquel Pennington,Miesha Tate,+120▲,+110▼
10,UFC 205: Alvarez vs. McGregor,November 12th,Frankie Edgar,Jeremy Stephens,-325▼,-280▲
11,UFC 205: Alvarez vs. McGregor,November 12th,Jeremy Stephens,Frankie Edgar,+265▲,+240▼
12,UFC 205: Alvarez vs. McGregor,November 12th,Khabib Nurmagomedov,Michael Johnson,-345▼,-325▼
13,UFC 205: Alvarez vs. McGregor,November 12th,Michael Johnson,Khabib Nurmagomedov,+285▲,+275▲
14,UFC 205: Alvarez vs. McGregor,November 12th,Rafael Natal,Tim Boetsch,-145▼,-145▼
15,UFC 205: Alvarez vs. McGregor,November 12th,Tim Boetsch,Rafael Natal,+125▼,+125▲
16,UFC 205: Alvarez vs. McGregor,November 12th,Belal Muhammad,Vicente Luque,+105▲,+103▲
17,UFC 205: Alvarez vs. McGregor,November 12th,Vicente Luque,Belal Muhammad,-125▼,-123▼
18,UFC 205: Alvarez vs. McGregor,November 12th,Jim Miller,Thiago Alves,+135▲,+133▼
19,UFC 205: Alvarez vs. McGregor,November 12th,Thiago Alves,Jim Miller,-155▼,-153▲
20,UFC 205: Alvarez vs. McGregor,November 12th,Katlyn Chookagian,Liz Carmouche,-165▼,-160▲
