Event,Fighter,Opponent,Opening_odds,Close_odds1,Close_odds2,Movement
UFC Fight Night 140: Magny vs. Ponzinibbio Nov 17th 2018,Jesus Pinedo,Devin Powell,-185,-240,-227,-8.2%▼
UFC 276: Adesanya vs. Cannonier Jul 2nd 2022,Jessica Eye,Maycee Barber,+135,+240,+275,+34.9%▲
UFC Fight Night 204 Mar 5th 2022,Jessica Eye,Manon Fiorot,+340,+340,+340,
UFC 264: Poirier vs. McGregor 3 Jul 10th 2021,Jessica Eye,Jennifer Maia,+150,+160,+175,+6.7%▲
UFC 257: Poirier vs. McGregor 2 Jan 23rd 2021,Jessica Eye,Joanne Calderwood,+120,+100,+115,-4.8%▼
UFC on ESPN 10: Eye vs. Calvillo Jun 13th 2020,Jessica Eye,Cynthia Calvillo,-135,+125,+126,+22.6%▲
UFC 245: Usman vs. Covington Dec 14th 2019,Jessica Eye,Viviane Araujo,+160,+162,+185,+6.1%▲
UFC 238: Cejudo vs. Moraes Jun 8th 2019,Jessica Eye,Valentina Shevchenko,+825,+700,+800,-6.7%▼
UFC 231: Holloway vs. Ortega Dec 8th 2018,Jessica Eye,Katlyn Chookagian,+185,+175,+210,+2.7%▲
UFC Fight Night 132: Cowboy vs. Edwards Jun 23rd 2018,Jessica Eye,Jessica-Rose Clark,+130,+145,+148,+6.9%▲
UFC Fight Night 124: Stephens vs. Choi Jan 14th 2018,Jessica Eye,Kalindra Faria,+105,-135,-130,-17%▼
UFC 203: Miocic vs. Overeem Sep 10th 2016,Jessica Eye,Bethe Correia,-150,-130,-125,+6.4%▲
UFC Fight Night 88: Almeida vs. Garbrandt May 29th 2016,Jessica Eye,Sara McMann,+135,+105,+115,-11.9%▼
UFC 192: Cormier vs. Gustafsson Oct 3rd 2015,Jessica Eye,Julianna Pena,+140,+215,+220,+24.5%▲
UFC on FOX 16: Dillashaw vs. Barao 2 Jul 25th 2015,Jessica Eye,Miesha Tate,+160,+160,+170,+1.9%▲
UFC 180: Werdum vs. Hunt Nov 15th 2014,Jessica Eye,Leslie Smith,-270,-300,-295,-2.6%▼
UFC 170: Rousey vs. McMann Feb 22nd 2014,Jessica Eye,Alexis Davis,+145,+125,+140,-5.2%▼
UFC 166: Velasquez vs. Dos Santos III Oct 19th 2013,Jessica Eye,Sarah Kaufman,+165,+170,+175,+2.9%▲
UFC Fight Night 225 May 6th 2023,Jessica Andrade,Xiaonan Yan,-175,-195,-170,-2%▼
UFC Fight Night 219 Feb 18th 2023,Jessica Andrade,Erin Blanchfield,-190,-130,-112,+16.4%▲
UFC 283 Jan 21st 2023,Jessica Andrade,Lauren Murphy,-500,-660,-490,-1.4%▼
UFC Fight Night: Gane vs. Tuivasa Sep 3rd 2022,Jessica Andrade,Manon Fiorot,-115,+100,+100,+6.5%▲
UFC Fight Night: Lemos vs. Andrade Apr 23rd 2022,Jessica Andrade,Amanda Lemos,-200,-270,-225,-6.1%▼
UFC 266: Volkanovski vs. Ortega Sep 25th 2021,Jessica Andrade,Cynthia Calvillo,-230,-235,-206,+0.9%▲
UFC on ESPN+ 38: Ortega vs. The Korean Zombie Oct 17th 2020,Jessica Andrade,Katlyn Chookagian,-190,-175,-151,+4.5%▲
UFC 251: Usman vs. Masvidal Jul 11th 2020,Jessica Andrade,Rose Namajunas,+145,+170,+200,+14%▲
UFC on ESPN+ 15: Andrade vs. Zhang Aug 31st 2019,Jessica Andrade,Weili Zhang,-200,-195,-172,+2.8%▲
UFC 237: Namajunas vs. Andrade May 11th 2019,Jessica Andrade,Rose Namajunas,-120,-152,-140,-9.1%▼
UFC 228: Woodley vs. Till Sep 8th 2018,Jessica Andrade,Karolina Kowalkiewicz,-280,-450,-450,-11%▼
UFC on FOX 28: Stephens vs. Emmett Feb 24th 2018,Jessica Andrade,Tecia Torres,-290,-250,-223,+5.4%▲
UFC Fight Night 117: Saint Preux vs. Okami Sep 22nd 2017,Jessica Andrade,Claudia Gadelha,+185,+239,+245,+16.7%▲
UFC 211: Miocic vs. Dos Santos 2 May 13th 2017,Jessica Andrade,Joanna Jedrzejczyk,+125,+165,+170,+16%▲
UFC Fight Night 104: Bermudez vs. Korean Zombie Feb 4th 2017,Jessica Andrade,Angela Hill,-245,-800,-700,-24.2%▼
UFC 203: Miocic vs. Overeem Sep 10th 2016,Jessica Andrade,Joanne Calderwood,-140,-135,-130,+2.1%▲
UFC 199: Rockhold vs. Bisping II Jun 4th 2016,Jessica Andrade,Jessica Penne,+160,-135,-130,-48.4%▼
UFC 191: Johnson vs. Dodson II Sep 5th 2015,Jessica Andrade,Raquel Pennington,-260,-170,-161,+13.6%▲
UFC Fight Night 71: Mir vs. Duffee Jul 15th 2015,Jessica Andrade,Sarah Moras,-315,-550,-500,-10.7%▼
UFC Fight Night 61: Bigfoot vs. Mir Feb 22nd 2015,Jessica Andrade,Marion Reneau,-190,-300,-270,-13%▼
UFC Fight Night 51: Big Foot vs. Arlovski II Sep 13th 2014,Jessica Andrade,Larissa Moreira Pacheco,-195,-110,-110,+20.8%▲
UFC 171: Hendricks vs. Lawler Mar 15th 2014,Jessica Andrade,Raquel Pennington,-170,-250,-240,-12.8%▼
UFC 261: Usman vs. Masvidal 2 Apr 24th 2021,Jessica Andrade,Valentina Shevchenko,+275,+333,+410,+20.2%▲
UFC Fight Night 30: Machida vs. Munoz Oct 26th 2013,Jessica Andrade,Rosi Sexton,+125,-130,-120,-25%▼
UFC on FOX 8: Johnson vs. Moraga Jul 27th 2013,Jessica Andrade,Liz Carmouche,+435,+435,+435,0%
UFC Fight Night 207 Mar 26th 2022,Jessica Andrade,Amanda Lemos,,,,
UFC 285 Mar 4th 2023,Jessica Penne,Tabatha Ricci,+205,+195,+315,+14.3%▲
UFC on ABC: Ortega vs. Rodriguez Jul 16th 2022,Jessica Penne,Emily Ducote,+115,+130,+154,+10%▲
UFC 265: Lewis vs. Gane Aug 7th 2021,Jessica Penne,Karolina Kowalkiewicz,+155,+108,+134,-16.4%▼
UFC Fight Night 108: Swanson vs. Lobov Apr 22nd 2017,Jessica Penne,Danielle Taylor,-230,-110,-110,+24.8%▲
UFC 199: Rockhold vs. Bisping II Jun 4th 2016,Jessica Penne,Jessica Andrade,-210,+110,+115,+30.7%▲
UFC Fight Night 69: Jedrzejczyk vs. Penne Jun 20th 2015,Jessica Penne,Joanna Jedrzejczyk,+485,+550,+600,+13.3%▲
UFC: The Ultimate Fighter 20 Finale Dec 12th 2014,Jessica Penne,Randa Markos,-120,+120,+130,+18.5%▲
UFC on ESPN 22: Whittaker vs. Gastelum Apr 17th 2021,Jessica Penne,Lupita Godinez,+155,+210,+235,+21.1%▲
UFC 186: Johnson vs. Horiguchi Apr 25th 2015,Jessica Rakoczy,Valerie Letourneau,+165,+100,+105,-30.5%▼
UFC: The Ultimate Fighter 18 Finale Nov 30th 2013,Jessica Rakozczy,Julianna Pena,+225,+250,+260,+8.5%▲
UFC on ESPN+ 33: Smith vs. Rakic Aug 29th 2020,Christian Aguilera,Sean Brady,+285,+345,+360,+14.8%▲
UFC on ESPN 10: Eye vs. Calvillo Jun 13th 2020,Christian Aguilera,Anthony Ivy,+170,+150,+187,-2.3%▼
UFC on ESPN 24: Rodriguez vs. Waterson May 8th 2021,Christian Aguilera,Carlston Harris,-140,+153,+185,+35.8%▲
UFC Fight Night 119: Machida vs. Brunson Oct 28th 2017,Christian Colombo,Marcelo Golm,+135,+215,+225,+26.6%▲
UFC Fight Night 100: Bader vs. Nogueira Nov 19th 2016,Christian Colombo,Luis Henrique,+190,+245,+250,+16.7%▲
UFC Fight Night 93: Arlovski vs. Barnett Sep 3rd 2016,Christian Colombo,Jarjis Danho,+130,+110,+115,-8%▼
UFC 264: Poirier vs. McGregor 3 Jul 10th 2021,Omari Akhmedov,Brad Tavares,+165,+102,+135,-17.3%▼
UFC on ESPN 20: Chiesa vs. Magny Jan 20th 2021,Omari Akhmedov,Tom Breese,+120,+127,+131,+4.3%▲
UFC on ESPN+ 32: Lewis vs. Oleinik Aug 8th 2020,Omari Akhmedov,Chris Weidman,-150,+125,+135,+27.5%▲
UFC 245: Usman vs. Covington Dec 14th 2019,Omari Akhmedov,Ian Heinisch,+100,-107,+100,-2%▼
UFC 242: Khabib vs. Poirier Sep 7th 2019,Omari Akhmedov,Zak Cummings,-185,-135,-125,+13.5%▲
UFC on ESPN+ 4: Lewis vs. Dos Santos Mar 9th 2019,Omari Akhmedov,Tim Boetsch,-230,-164,-152,+12.3%▲
UFC 219: Cyborg vs. Holm Dec 30th 2017,Omari Akhmedov,Marvin Vettori,+185,+210,+230,+10.9%▲
UFC Fight Night 109: Gustafsson vs. Teixeira May 28th 2017,Omari Akhmedov,Abdul Razak Alhassan,+145,+210,+235,+24.1%▲
UFC Fight Night 101: Whittaker vs. Brunson Nov 26th 2016,Omari Akhmedov,Kyle Noke,-120,-110,-110,+4%▲
UFC on FOX 19: Evans vs. Teixeira Apr 16th 2016,Omari Akhmedov,Elizeu Zaleski,-210,-145,-145,+12.6%▲
UFC Fight Night 80: VanZant vs. Namajunas Dec 10th 2015,Omari Akhmedov,Sergio Moraes,-125,-145,-140,-5.9%▼
UFC Fight Night 68: Henderson vs. Boetsch Jun 6th 2015,Omari Akhmedov,Brian Ebersole,-150,-140,-135,+3.4%▲
UFC 182: Jones vs. Cormier Jan 3rd 2015,Omari Akhmedov,Mats Nilsson,-135,-200,-194,-15.5%▼
UFC Fight Night 37: Gustafsson vs. Manuwa Mar 8th 2014,Omari Akhmedov,Gunnar Nelson,+190,+235,+255,+15.9%▲
UFC Fight Night 32: Belfort vs. Henderson Nov 9th 2013,Omari Akhmedov,Thiago Perpetuo,-175,-155,-150,+5%▲
UFC Fight Night 79: Henderson vs. Masvidal Nov 28th 2015,Yoshihiro Akiyama,Alberto Mina,-210,-149,-145,+12.1%▲
UFC Fight Night 52: Hunt vs. Nelson Sep 20th 2014,Yoshihiro Akiyama,Amir Sadollah,-185,-160,-155,+5.7%▲
UFC 144: Edgar vs. Henderson Feb 25th 2012,Yoshihiro Akiyama,Jake Shields,+250,+315,+315,+15.7%▲
UFC 133: Evans vs. Ortiz 2 Aug 6th 2011,Yoshihiro Akiyama,Vitor Belfort,+225,+290,+290,+16.7%▲
UFC 120: Bisping vs. Akiyama Oct 16th 2010,Yoshihiro Akiyama,Michael Bisping,+200,+190,+190,-3.4%▼
UFC 116: Lesnar vs. Carwin Jul 3rd 2010,Yoshihiro Akiyama,Chris Leben,-335,-192,-192,+14.6%▲
UFC 100 Jul 11th 2009,Yoshihiro Akiyama,Alan Belcher,-325,-205,-205,+12.1%▲
UFC 112: Invincible Apr 10th 2010,Mostapha Al-Turk,Jon Madsen,+240,+205,+205,-11.5%▼
UFC 99: The Comeback Jun 13th 2009,Mostapha Al-Turk,Mirko Filipovic,+330,+280,+280,-13.2%▼
UFC 92: The Ultimate 2008 Dec 27th 2008,Mostapha Al-Turk,Cheick Kongo,+250,+255,+255,+1.4%▲
UFC 218: Holloway vs. Aldo 2 Dec 2nd 2017,Razak Al-Hassan,Sabah Homasi,-265,-265,-265,0%
UFC 104: Machida vs Rua Oct 24th 2009,Razak Al-Hussan,Kyle Kingsbury,+100,+105,+105,+2.4%▲
UFC Fight Night 16: Fight For The Troops Dec 10th 2008,Razak Al-Hussan,Steve Cantwell,+260,+265,+265,+1.4%▲
UFC Fight Night 218 Jan 14th 2023,Abdul Razak Alhassan,Claudio Ribeiro,-115,-120,-106,+1.2%▲
UFC Feb 19th 2022,Abdul Razak Alhassan,Joaquin Buckley,+130,+125,+150,+1.7%▲
UFC Fight Night 201 Jan 15th 2022,Abdul Razak Alhassan,Joaquin Buckley,+135,+125,+125,-4.4%▼
UFC on ESPN: Barboza vs. Chikadze Aug 28th 2021,Abdul Razak Alhassan,Alessio Di Chirico,+125,+190,+215,+25%▲
UFC Fight Night 182: Felder vs. dos Anjos Nov 14th 2020,Abdul Razak Alhassan,Khaos Williams,-175,-200,-162,-0.2%▼
UFC on ESPN 13: Kattar vs. Ige Jul 15th 2020,Abdul Razak Alhassan,Mounir Lazzez,-200,-360,-350,-17.1%▼
UFC 228: Woodley vs. Till Sep 8th 2018,Abdul Razak Alhassan,Niko Price,-185,-110,-110,+19.3%▲
UFC 220: Miocic vs. Ngannou Jan 20th 2018,Abdul Razak Alhassan,Sabah Homasi,-315,-210,-195,+11.7%▲
UFC Fight Night 109: Gustafsson vs. Teixeira May 28th 2017,Abdul Razak Alhassan,Omari Akhmedov,-185,-275,-250,-11.6%▼
UFC Fight Night 99: Mousasi vs. Hall 2 Nov 19th 2016,Abdul Razak Alhassan,Charlie Ward,-350,-335,-330,+1.1%▲
UFC on ESPN 22: Whittaker vs. Gastelum Apr 17th 2021,Abdul Razak Alhassan,Jacob Malkoun,-350,-345,-290,+2.1%▲
UFC on FOX 17: Dos Anjos vs. Cerrone Dec 19th 2015,Hayder Hassan,Vicente Luque,-125,+105,+110,+13.5%▲
UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson Jul 12th 2015,Hayder Hassan,Kamaru Usman,+145,+190,+200,+16.9%▲
UFC Fight Night 217 Dec 17th 2022,Amir Albazi,Alessandro Costa,-300,-525,-425,-9.9%▼
UFC 278: Usman vs. Edwards 2 Aug 20th 2022,Amir Albazi,Francisco Figueiredo,-300,-560,-455,-11.5%▼
UFC 257: Poirier vs. McGregor 2 Jan 23rd 2021,Amir Albazi,Zhalgas Zhumagulov,-105,-120,-111,-4.8%▼
UFC on ESPN+ 30: Figueiredo vs. Benavidez 2 Jul 18th 2020,Amir Albazi,Malcolm Gordon,-135,-152,-132,-1.5%▼
UFC Fight Night 52: Hunt vs. Nelson Sep 20th 2014,Amir Sadollah,Yoshihiro Akiyama,+145,+140,+145,-0.8%▼
UFC on FUEL TV 5: Struve vs. Miocic Sep 29th 2012,Amir Sadollah,Dan Hardy,+155,+200,+210,+16.4%▲
UFC on FUEL TV 3: Korean Zombie vs. Poirier May 15th 2012,Amir Sadollah,Jorge Lopez,-160,-140,-105,+10.4%▲
UFC On Versus 5: Hardy vs. Lytle Aug 14th 2011,Amir Sadollah,Duane Ludwig,-325,-395,-395,-4.4%▼
UFC Fight Night 24: Nogueira vs. Davis Mar 26th 2011,Amir Sadollah,Damarques Johnson,-160,-240,-240,-14.7%▼
UFC 122: Marquardt vs. Okami Nov 13th 2010,Amir Sadollah,Peter Sobotta,-325,-265,-265,+5.1%▲
UFC 114: Jackson vs. Evans May 29th 2010,Amir Sadollah,Dong Hyun Kim,-140,+100,+100,+14.3%▲
UFC Fight Night 20: Maynard vs Diaz Jan 11th 2010,Amir Sadollah,Brad Blackburn,-165,-145,-145,+4.9%▲
UFC 106: Ortiz vs Griffin 2 Nov 21st 2009,Amir Sadollah,Phil Baroni,-170,-230,-230,-10.7%▼
UFC 101: Declaration Aug 8th 2009,Amir Sadollah,Johny Hendricks,-115,+108,+108,+10.1%▲
UFC: The Ultimate Fighter 7 Finale Jun 21st 2008,Amir Sadollah,C.B. Dollaway,+140,+145,+145,+2%▲
UFC: The Ultimate Fighter China Finale Mar 1st 2014,Albert Cheng,Anying Wang,+100,+125,+125,+11.1%▲
UFC Fight Night 222 Mar 25th 2023,Albert Duraev,Chidi Njokuani,-170,+120,+155,+32.1%▲
UFC Fight Night 217 Dec 17th 2022,Albert Duraev,Michar Oleksiejczuk,+140,+140,+140,
UFC Fight Night: Kattar vs. Emmett Jun 18th 2022,Albert Duraev,Joaquin Buckley,-160,-235,-200,-12.3%▼
UFC 267: Brachowicz vs. Teixeira Oct 30th 2021,Albert Duraev,Roman Kopylov,-180,-450,-345,-23.8%▼
UFC on FOX 28: Stephens vs. Emmett Feb 24th 2018,Albert Morales,Manny Bermudez,+175,+155,+155,-7.8%▼
UFC Fight Night 123: Swanson vs. Ortega Dec 9th 2017,Albert Morales,Benito Lopez,-120,+104,+105,+10.6%▲
UFC Fight Night 113: Nelson vs. Ponzinibbio Jul 16th 2017,Albert Morales,Brett Johns,+190,+290,+290,+25.6%▲
UFC 209: Woodley vs. Thompson 2 Mar 4th 2017,Albert Morales,Andre Soukhamthath,-105,-155,-150,-18.1%▼
UFC Fight Night 100: Bader vs. Nogueira Nov 19th 2016,Albert Morales,Thomas Almeida,+185,+250,+250,+18.6%▲
UFC Fight Night 94: Johnson vs. Poirier Sep 17th 2016,Albert Morales,Alejandro Perez,-150,-110,-105,+13.5%▲
UFC 204: Bisping vs. Henderson 2 Oct 8th 2016,Albert Tumenov,Leon Edwards,-260,-170,-170,+12.8%▲
UFC Fight Night 87: Overeem vs. Arlovski May 8th 2016,Albert Tumenov,Gunnar Nelson,-140,-155,-152,-3.9%▼
UFC 195: Lawler vs. Condit Jan 2nd 2016,Albert Tumenov,Lorenz Larkin,-245,-250,-235,+0.2%▲
UFC 192: Cormier vs. Gustafsson Oct 3rd 2015,Albert Tumenov,Alan Jouban,-230,-270,-260,-4.2%▼
UFC on FOX 14: Gustafsson vs. Johnson Jan 24th 2015,Albert Tumenov,Nico Musoke,-135,-155,-150,-5.3%▼
UFC Fight Night 54: MacDonald vs. Saffiedine Oct 4th 2014,Albert Tumenov,Matt Dwyer,-350,-450,-440,-5%▼
UFC Fight Night 40: Brown vs. Silva May 10th 2014,Albert Tumenov,Anthony Lapsley,-230,-275,-265,-4.7%▼
UFC Fight Night 36: Machida vs. Mousasi Feb 15th 2014,Albert Tumenov,Ildemar Alcantara,-180,-240,-215,-8.1%▼
UFC on ESPN 3: Ngannou vs. Dos Santos Jun 29th 2019,Junior Albini,Maurice Greene,+115,-111,+105,-7.5%▼
UFC on ESPN+ 2: Assuncao vs. Moraes 2 Feb 2nd 2019,Junior Albini,Jairzinho Rozenstruik,+100,-146,-125,-16.3%▼
UFC 224: Nunes vs. Pennington May 12th 2018,Junior Albini,Aleksei Oliynyk,-120,-145,-137,-7.3%▼
UFC Fight Night 120: Poirier vs. Pettis Nov 11th 2017,Junior Albini,Andrei Arlovski,-210,-330,-320,-12.9%▼
UFC on FOX 25: Weidman vs. Gastelum Jul 22nd 2017,Junior Albini,Timothy Johnson,+175,+240,+245,+19.8%▲
UFC 141: Lesnar vs. Overeem Dec 30th 2011,Junior Assuncao,Ross Pearson,+180,+295,+295,+29.1%▲
UFC 135: Jones vs. Rampage Sep 24th 2011,Junior Assuncao,Eddie Yagin,-163,+125,+125,+28.3%▲
UFC Fight Night 11: Thomas vs Florian Sep 19th 2007,Junior Assuncao,Nate Diaz,+175,+175,+175,0%
UFC 256: Figueiredo vs. Moreno Dec 12th 2020,Junior Dos Santos,Ciryl Gane,+230,+305,+350,+22.7%▲
UFC 252: Miocic vs. Cormier 3 Aug 15th 2020,Junior Dos Santos,Jairzinho Rozenstruik,+120,+110,+125,-0.9%▼
UFC on ESPN 3: Ngannou vs. Dos Santos Jun 29th 2019,Junior Dos Santos,Francis Ngannou,+170,+175,+187,+3.9%▲
UFC on ESPN+ 4: Lewis vs. Dos Santos Mar 9th 2019,Junior Dos Santos,Derrick Lewis,-145,-240,-222,-17.6%▼
UFC Fight Night 142: Dos Santos vs. Tuivasa Dec 1st 2018,Junior Dos Santos,Tai Tuivasa,-135,-161,-147,-6.1%▼
UFC Fight Night 133: Dos Santos vs. Ivanov Jul 14th 2018,Junior Dos Santos,Blagoy Ivanov,-120,-190,-190,-20.1%▼
UFC Fight Night 86: Rothwell vs. Dos Santos Apr 10th 2016,Junior Dos Santos,Ben Rothwell,-150,-115,-105,+12.7%▲
UFC on FOX 17: Dos Anjos vs. Cerrone Dec 19th 2015,Junior Dos Santos,Alistair Overeem,-265,-235,-227,+3.9%▲
UFC on FOX 13: Dos Santos vs. Miocic Dec 13th 2014,Junior Dos Santos,Stipe Miocic,-270,-465,-400,-11.3%▼
UFC on ESPN+ 24: Blaydes vs. Dos Santos Jan 25th 2020,Junior Dos Santos,Curtis Blaydes,+145,+240,+260,+30%▲
UFC 211: Miocic vs. Dos Santos 2 May 13th 2017,Junior Dos Santos,Stipe Miocic,+175,+145,+149,-11.3%▼
UFC 166: Velasquez vs. Dos Santos III Oct 19th 2013,Junior Dos Santos,Cain Velasquez,+150,+175,+185,+10.7%▲
UFC 160: Velasquez vs. Silva II May 25th 2013,Junior Dos Santos,Mark Hunt,-460,-475,-450,-0.1%▼
UFC 155: Dos Santos vs. Velasquez II Dec 29th 2012,Junior Dos Santos,Cain Velasquez,-135,-210,-190,-16%▼
UFC 146: Dos Santos vs. Mir May 26th 2012,Junior Dos Santos,Frank Mir,-520,-475,-455,+1.9%▲
UFC On FOX 1: Velasquez vs. Dos Santos Nov 12th 2011,Junior Dos Santos,Cain Velasquez,+105,+115,+115,+4.7%▲
UFC 131: Carwin vs. Dos Santos Jun 11th 2011,Junior Dos Santos,Shane Carwin,-195,-155,-155,+8%▲
UFC 117: Silva vs. Sonnen Aug 7th 2010,Junior Dos Santos,Roy Nelson,-325,-345,-345,-1.4%▼
UFC on Versus 1: Vera vs. Jones Mar 21st 2010,Junior Dos Santos,Gabriel Gonzaga,-285,-250,-250,+3.5%▲
UFC 108: Evans vs Silva Jan 2nd 2010,Junior Dos Santos,Gilbert Yvel,-270,-305,-305,-3.2%▼
UFC 103: Franklin vs Belfort Sep 19th 2009,Junior Dos Santos,Mirko Filipovic,+110,-155,-155,-27.6%▼
UFC 95: Sanchez vs Stevenson Feb 21st 2009,Junior Dos Santos,Stefan Struve,-265,-280,-280,-1.5%▼
UFC 90: Silva vs Cote Oct 25th 2008,Junior Dos Santos,Fabricio Werdum,+600,+450,+450,-27.3%▼
UFC Fight Night 223 Apr 22nd 2023,Junior Tafa,Mohammed Usman,+100,-132,-112,-8.7%▼
UFC 257: Poirier vs. McGregor 2 Jan 23rd 2021,Antonio Carlos Junior,Brad Tavares,+100,-130,-125,-11.9%▼
UFC on ESPN+ 16: Cowboy vs. Gaethje Sep 14th 2019,Antonio Carlos Junior,Uriah Hall,-195,-278,-240,-9.6%▼
UFC on ESPN+ 10: Dos Anjos vs. Lee May 18th 2019,Antonio Carlos Junior,Ian Heinisch,-230,-172,-160,+10.3%▲
UFC on FOX 29: Poirier vs. Gaethje Apr 14th 2018,Antonio Carlos Junior,Tim Boetsch,-260,-260,-240,+1.1%▲
UFC Fight Night 119: Machida vs. Brunson Oct 28th 2017,Antonio Carlos Junior,Jack Marshman,-300,-421,-370,-6.5%▼
UFC 212: Aldo vs. Holloway Jun 3rd 2017,Antonio Carlos Junior,Eric Spicely,-215,-360,-360,-14.7%▼
UFC 207: Nunes vs. Rousey Dec 30th 2016,Antonio Carlos Junior,Marvin Vettori,-155,-120,-120,+10.3%▲
UFC Fight Night 94: Johnson vs. Poirier Sep 17th 2016,Antonio Carlos Junior,Leonardo Augusto Leleco,-245,-280,-275,-3.6%▼
UFC Fight Night 85: Hunt vs. Mir Mar 19th 2016,Antonio Carlos Junior,Daniel Kelly,-505,-485,-450,+1.3%▲
UFC Fight Night 80: VanZant vs. Namajunas Dec 10th 2015,Antonio Carlos Junior,Kevin Casey,-320,-310,-310,+0.8%▲
UFC Fight Night 70: Machida vs. Romero Jun 27th 2015,Antonio Carlos Junior,Eddie Gordon,-210,-170,-170,+7.1%▲
UFC Fight Night 58: Machida vs. Dollaway Dec 20th 2014,Antonio Carlos Junior,Patrick Cummins,+175,+125,+135,-19.6%▼
UFC: The Ultimate Fighter Brazil 3 Finale May 31st 2014,Antonio Carlos Junior,Vitor Miranda,-180,-205,-200,-4.2%▼
UFC: The Ultimate Fighter Brazil 3 Finale May 31st 2014,Marcio Alexandre Junior,Warlley Alves,+135,+170,+185,+15.5%▲
UFC on ESPN+ 20: Maia vs. Askren Oct 26th 2019,Alexandra Albu,Loma Lookboonmee,-150,+110,+122,+22.8%▲
UFC on ESPN 1: Ngannou vs. Velasquez Feb 17th 2019,Alexandra Albu,Emily Whitmire,-195,-111,-110,+20.8%▲
UFC 214: Cormier vs. Jones 2 Jul 29th 2017,Alexandra Albu,Kailin Curran,-150,-177,-175,-6.3%▼
UFC Fight Night 64: Gonzaga vs. Cro Cop II Apr 11th 2015,Aleksandra Albu,Izabela Badurek,-125,-225,-220,-24.3%▼
UFC Fight Night 71: Mir vs. Duffee Jul 15th 2015,Ildemar Alcantara,Kevin Casey,-115,-140,-140,-9.1%▼
UFC 183: Silva vs. Diaz Jan 31st 2015,Ildemar Alcantara,Richardson Moreira,-210,-163,-155,+9.4%▲
UFC 175: Weidman vs. Machida Jul 5th 2014,Ildemar Alcantara,Kenny Robertson,-125,-125,-125,0%
UFC Fight Night 36: Machida vs. Mousasi Feb 15th 2014,Ildemar Alcantara,Albert Tumenov,+140,+190,+195,+18.1%▲
UFC Fight Night 29: Maia vs. Shields Oct 9th 2013,Ildemar Alcantara,Igor Araujo,-315,-360,-345,-2.7%▼
UFC on FUEL TV 10: Nogueira vs. Werdum 2 Jun 8th 2013,Ildemar Alcantara,Leandro Silva,-150,-180,-170,-6.1%▼
UFC on FX 7: Belfort vs. Bisping Jan 19th 2013,Ildemar Alcantara,Wagner Prado,+220,+195,+195,-8.5%▼
UFC Fight Night 135: Gaethje vs. Vick Aug 25th 2018,Iuri Alcantara,Cory Sandhagen,-175,+170,+170,+41.8%▲
UFC Fight Night 125: Machida vs. Anders Feb 3rd 2018,Iuri Alcantara,Joe Soto,-125,-125,-120,+0.7%▲
UFC Fight Night 123: Swanson vs. Ortega Dec 9th 2017,Iuri Alcantara,Alejandro Perez,-210,-185,-175,+5.1%▲
UFC 212: Aldo vs. Holloway Jun 3rd 2017,Iuri Alcantara,Brian Kelleher,-245,-380,-370,-11.2%▼
UFC 209: Woodley vs. Thompson 2 Mar 4th 2017,Iuri Alcantara,Luke Sanders,+100,+130,+130,+13%▲
UFC 204: Bisping vs. Henderson 2 Oct 8th 2016,Iuri Alcantara,Brad Pickett,-160,-158,-150,+1.5%▲
UFC on FOX 18: Johnson vs. Bader Jan 30th 2016,Iuri Alcantara,Jimmie Rivera,+100,+144,+150,+19%▲
UFC 190: Rousey vs. Correia Aug 1st 2015,Iuri Alcantara,Leandro Issa,-505,-250,-240,+14.9%▲
UFC Fight Night 61: Bigfoot vs. Mir Feb 22nd 2015,Iuri Alcantara,Frankie Saenz,-305,-1200,-925,-21.4%▼
UFC Fight Night 51: Big Foot vs. Arlovski II Sep 13th 2014,Iuri Alcantara,Russell Doane,-230,-325,-315,-9.3%▼
UFC Fight Night 41: Munoz vs. Mousasi May 31st 2014,Iuri Alcantara,Vaughan Lee,-390,-350,-335,+2.7%▲
UFC Fight Night 36: Machida vs. Mousasi Feb 15th 2014,Yuri Alcantara,Wilson Reis,-215,-215,-210,+0.3%▲
UFC Fight Night 26: Shogun vs. Sonnen Aug 17th 2013,Yuri Alcantara,Urijah Faber,+160,+195,+200,+12.8%▲
UFC on FX 8: Belfort vs. Rockhold May 18th 2013,Yuri Alcantara,Iliarde Santos,-385,-550,-525,-6.2%▼
UFC on FX 7: Belfort vs. Bisping Jan 19th 2013,Yuri Alcantara,Pedro Nobre,-450,-600,-570,-4.4%▼
UFC 147: Silva vs. Franklin II Jun 23rd 2012,Yuri Alcantara,Hacran Dias,-300,-240,-178,+9.8%▲
UFC 142: Aldo vs. Mendes Jan 14th 2012,Yuri Alcantara,Michihiro Omigawa,-170,-192,-192,-4.4%▼
UFC 134: Silva vs. Okami Aug 27th 2011,Yuri Alcantara,Felipe Arantes,-350,-475,-475,-6.2%▼
UFC on ESPN+ 19: Joanna vs. Waterson Oct 12th 2019,Hector Aldana,Miguel Baeza,+170,+200,+210,+11.8%▲
UFC Fight Night 140: Magny vs. Ponzinibbio Nov 17th 2018,Hector Aldana,Laureano Staropoli,+240,-139,-120,-89.6%▼
UFC Fight Night 132: Cowboy vs. Edwards Jun 23rd 2018,Hector Aldana,Kenan Song,+125,+245,+255,+35.7%▲
